Data,Produto,Cliente,Quantidade_vendida,Preco_unitario,Valor_total
2024-08-20,Caneta Azul,Cliente Lambda,23,22.56,518.88
2024-08-20,Caneta Amarela,Cliente Kappa,1,19.76,19.76
2024-08-20,Caneta Amarela,Cliente Kappa,1,21.33,21.33
2024-08-20,Caneta Amarela,Cliente Delta,5,22.76,113.8
2024-08-20,Caneta Amarela,Cliente Lambda,1,21.78,21.78
2024-08-20,Caneta Verde,Cliente Kappa,14,8.97,125.58
2024-08-20,Caneta Verde,Cliente Kappa,5,8.72,43.6
2024-08-20,Caneta Verde,Cliente Tau,16,8.96,143.36
2024-08-20,Caneta Verde,Cliente Lambda,16,8.23,131.68
2024-08-20,Caneta Preta,Cliente Alfa,29,13.97,405.13
2024-08-20,Caneta Preta,Cliente Tau,26,12.47,324.22
2024-08-20,Caneta Preta,Cliente Kappa,21,13.72,288.12
2024-08-21,Caneta Azul,Cliente Lambda,44,23.47,1032.68
2024-08-21,Caneta Azul,Cliente Kappa,18,19.41,349.38
2024-08-21,Caneta Amarela,Cliente Delta,25,22.85,571.25
2024-08-21,Caneta Verde,Cliente Delta,16,9.34,149.44
2024-08-21,Caneta Verde,Cliente Alfa,21,7.15,150.15
2024-08-21,Caneta Verde,Cliente Alfa,3,7.32,21.96
2024-08-21,Caneta Verde,Cliente Lambda,1,8.07,8.07
2024-08-21,Caneta Preta,Cliente Lambda,60,12.62,757.2
2024-08-22,Caneta Azul,Cliente Lambda,5,24.11,120.55
2024-08-22,Caneta Azul,Cliente Tau,20,23.92,478.4
2024-08-22,Caneta Azul,Cliente Delta,15,24.12,361.8
2024-08-22,Caneta Azul,Cliente Delta,5,20.32,101.6
2024-08-22,Caneta Amarela,Cliente Lambda,12,19.01,228.12
2024-08-22,Caneta Amarela,Cliente Kappa,13,18.01,234.13
2024-08-22,Caneta Verde,Cliente Delta,1,8.79,8.79
2024-08-22,Caneta Verde,Cliente Delta,1,8.68,8.68
2024-08-22,Caneta Verde,Cliente Tau,12,8.14,97.68
2024-08-22,Caneta Preta,Cliente Alfa,33,12.97,428.01
2024-08-22,Caneta Preta,Cliente Tau,26,13.53,351.78
2024-08-22,Caneta Preta,Cliente Lambda,19,15.29,290.51
2024-08-23,Caneta Azul,Cliente Kappa,1,24.83,24.83
2024-08-23,Caneta Azul,Cliente Tau,10,24.7,247.0
2024-08-23,Caneta Azul,Cliente Delta,2,25.13,50.26
2024-08-23,Caneta Azul,Cliente Delta,20,20.23,404.6
2024-08-23,Caneta Amarela,Cliente Lambda,12,21.21,254.52
2024-08-23,Caneta Verde,Cliente Lambda,23,7.65,175.95
2024-08-23,Caneta Verde,Cliente Delta,19,9.06,172.14
2024-08-23,Caneta Verde,Cliente Kappa,16,7.47,119.52
2024-08-23,Caneta Preta,Cliente Tau,14,11.49,160.86
2024-08-23,Caneta Preta,Cliente Tau,13,12.55,163.15
2024-08-24,Caneta Azul,Cliente Alfa,26,23.65,614.9
2024-08-24,Caneta Azul,Cliente Alfa,29,24.13,699.77
2024-08-24,Caneta Azul,Cliente Tau,21,20.85,437.85
2024-08-24,Caneta Amarela,Cliente Delta,7,18.63,130.41
2024-08-24,Caneta Amarela,Cliente Kappa,11,22.6,248.6
2024-08-24,Caneta Verde,Cliente Lambda,42,7.05,296.1
2024-08-24,Caneta Preta,Cliente Alfa,39,12.88,502.32
2024-08-24,Caneta Preta,Cliente Kappa,8,11.95,95.6
2024-08-25,Caneta Azul,Cliente Delta,6,20.55,123.3
2024-08-25,Caneta Azul,Cliente Lambda,20,22.78,455.6
2024-08-25,Caneta Amarela,Cliente Alfa,35,18.57,649.95
2024-08-25,Caneta Amarela,Cliente Lambda,21,21.53,452.13
2024-08-25,Caneta Verde,Cliente Kappa,6,8.91,53.46
2024-08-25,Caneta Verde,Cliente Lambda,22,7.84,172.48
2024-08-25,Caneta Preta,Cliente Delta,4,11.92,47.68
2024-08-25,Caneta Preta,Cliente Kappa,7,13.27,92.89
2024-08-25,Caneta Preta,Cliente Kappa,9,14.36,129.24
2024-08-26,Caneta Azul,Cliente Kappa,39,20.18,787.02
2024-08-26,Caneta Amarela,Cliente Delta,34,20.67,702.78
2024-08-26,Caneta Verde,Cliente Delta,15,8.8,132.0
2024-08-26,Caneta Verde,Cliente Lambda,1,9.26,9.26
2024-08-26,Caneta Verde,Cliente Tau,15,8.69,130.35
2024-08-26,Caneta Preta,Cliente Kappa,34,12.64,429.76
2024-08-26,Caneta Preta,Cliente Delta,29,11.64,337.56
2024-08-27,Caneta Azul,Cliente Delta,23,25.23,580.29
2024-08-27,Caneta Azul,Cliente Delta,35,24.69,864.15
2024-08-27,Caneta Amarela,Cliente Delta,1,19.13,19.13
2024-08-27,Caneta Amarela,Cliente Tau,14,22.71,317.94
2024-08-27,Caneta Verde,Cliente Tau,30,9.07,272.1
2024-08-27,Caneta Verde,Cliente Delta,24,8.23,197.52
2024-08-27,Caneta Preta,Cliente Delta,34,15.15,515.1
2024-08-27,Caneta Preta,Cliente Delta,38,12.34,468.92
2024-08-28,Caneta Azul,Cliente Delta,17,24.81,421.77
2024-08-28,Caneta Azul,Cliente Alfa,11,25.39,279.29
2024-08-28,Caneta Azul,Cliente Kappa,14,20.56,287.84
2024-08-28,Caneta Azul,Cliente Tau,3,19.17,57.51
2024-08-28,Caneta Amarela,Cliente Kappa,7,18.26,127.82
2024-08-28,Caneta Amarela,Cliente Alfa,6,21.13,126.78
2024-08-28,Caneta Amarela,Cliente Lambda,1,19.99,19.99
2024-08-28,Caneta Amarela,Cliente Kappa,10,18.36,183.6
2024-08-28,Caneta Verde,Cliente Delta,9,8.9,80.1
2024-08-28,Caneta Verde,Cliente Delta,42,9.26,388.92
2024-08-28,Caneta Preta,Cliente Lambda,24,12.3,295.2
2024-08-28,Caneta Preta,Cliente Delta,14,14.54,203.56
2024-08-28,Caneta Preta,Cliente Alfa,10,15.43,154.3
2024-08-29,Caneta Azul,Cliente Tau,30,23.73,711.9
2024-08-29,Caneta Azul,Cliente Delta,8,21.13,169.04
2024-08-29,Caneta Amarela,Cliente Tau,14,20.64,288.96
2024-08-29,Caneta Amarela,Cliente Lambda,3,21.76,65.28
2024-08-29,Caneta Verde,Cliente Kappa,16,8.88,142.08
2024-08-29,Caneta Verde,Cliente Tau,22,9.05,199.1
2024-08-29,Caneta Preta,Cliente Kappa,16,13.37,213.92
2024-08-29,Caneta Preta,Cliente Delta,1,14.62,14.62
2024-08-29,Caneta Preta,Cliente Kappa,18,12.59,226.62
2024-08-30,Caneta Azul,Cliente Alfa,41,22.1,906.1
2024-08-30,Caneta Azul,Cliente Kappa,29,21.57,625.53
2024-08-30,Caneta Amarela,Cliente Kappa,24,18.49,443.76
2024-08-30,Caneta Amarela,Cliente Kappa,20,21.75,435.0
2024-08-30,Caneta Verde,Cliente Kappa,43,6.99,300.57
2024-08-30,Caneta Preta,Cliente Kappa,9,15.04,135.36
2024-08-30,Caneta Preta,Cliente Delta,1,14.07,14.07
2024-08-30,Caneta Preta,Cliente Alfa,12,14.73,176.76
2024-08-30,Caneta Preta,Cliente Alfa,1,12.64,12.64
2024-08-31,Caneta Azul,Cliente Alfa,29,22.26,645.54
2024-08-31,Caneta Amarela,Cliente Tau,53,21.51,1140.03
2024-08-31,Caneta Verde,Cliente Lambda,25,9.0,225.0
2024-08-31,Caneta Verde,Cliente Alfa,27,7.89,213.03
2024-08-31,Caneta Verde,Cliente Delta,3,8.41,25.23
2024-08-31,Caneta Preta,Cliente Tau,20,13.14,262.8
2024-08-31,Caneta Preta,Cliente Tau,18,14.18,255.24
2024-08-31,Caneta Preta,Cliente Kappa,12,12.61,151.32
2024-09-01,Caneta Azul,Cliente Delta,7,19.15,134.05
2024-09-01,Caneta Azul,Cliente Lambda,4,20.65,82.6
2024-09-01,Caneta Azul,Cliente Tau,1,24.39,24.39
2024-09-01,Caneta Azul,Cliente Lambda,8,23.72,189.76
2024-09-01,Caneta Amarela,Cliente Alfa,27,21.63,584.01
2024-09-01,Caneta Verde,Cliente Delta,8,8.98,71.84
2024-09-01,Caneta Verde,Cliente Tau,27,7.49,202.23
2024-09-01,Caneta Verde,Cliente Delta,15,8.34,125.1
2024-09-01,Caneta Verde,Cliente Kappa,7,8.91,62.37
2024-09-01,Caneta Preta,Cliente Alfa,22,14.78,325.16
2024-09-01,Caneta Preta,Cliente Delta,15,11.7,175.5
2024-09-01,Caneta Preta,Cliente Delta,14,12.32,172.48
2024-09-01,Caneta Preta,Cliente Delta,18,12.7,228.6
2024-09-02,Caneta Azul,Cliente Delta,33,19.09,629.97
2024-09-02,Caneta Azul,Cliente Delta,25,19.08,477.0
2024-09-02,Caneta Amarela,Cliente Tau,48,22.52,1080.96
2024-09-02,Caneta Verde,Cliente Delta,14,7.33,102.62
2024-09-02,Caneta Verde,Cliente Alfa,1,7.91,7.91
2024-09-02,Caneta Verde,Cliente Tau,22,9.15,201.3
2024-09-02,Caneta Preta,Cliente Tau,77,14.15,1089.55
2024-09-03,Caneta Azul,Cliente Kappa,21,25.55,536.55
2024-09-03,Caneta Azul,Cliente Kappa,10,19.33,193.3
2024-09-03,Caneta Azul,Cliente Alfa,20,20.59,411.8
2024-09-03,Caneta Amarela,Cliente Lambda,2,18.51,37.02
2024-09-03,Caneta Amarela,Cliente Kappa,5,17.92,89.6
2024-09-03,Caneta Amarela,Cliente Kappa,1,21.65,21.65
2024-09-03,Caneta Amarela,Cliente Kappa,12,22.5,270.0
2024-09-03,Caneta Verde,Cliente Delta,4,7.73,30.92
2024-09-03,Caneta Verde,Cliente Tau,9,9.14,82.26
2024-09-03,Caneta Verde,Cliente Delta,1,9.27,9.27
2024-09-03,Caneta Preta,Cliente Kappa,24,15.02,360.48
2024-09-03,Caneta Preta,Cliente Delta,25,14.54,363.5
2024-09-03,Caneta Preta,Cliente Kappa,23,14.83,341.09
2024-09-03,Caneta Preta,Cliente Kappa,3,12.16,36.48
2024-09-04,Caneta Azul,Cliente Lambda,18,20.34,366.12
2024-09-04,Caneta Azul,Cliente Kappa,18,23.77,427.86
2024-09-04,Caneta Amarela,Cliente Tau,32,18.53,592.96
2024-09-04,Caneta Verde,Cliente Kappa,55,7.75,426.25
2024-09-04,Caneta Preta,Cliente Alfa,11,13.34,146.74
2024-09-04,Caneta Preta,Cliente Tau,12,15.24,182.88
2024-09-04,Caneta Preta,Cliente Tau,17,12.66,215.22
2024-09-05,Caneta Azul,Cliente Delta,18,24.32,437.76
2024-09-05,Caneta Azul,Cliente Lambda,8,21.01,168.08
2024-09-05,Caneta Azul,Cliente Kappa,10,24.14,241.4
2024-09-05,Caneta Amarela,Cliente Kappa,37,22.54,833.98
2024-09-05,Caneta Verde,Cliente Kappa,40,7.09,283.6
2024-09-05,Caneta Preta,Cliente Delta,70,13.23,926.1
2024-09-06,Caneta Azul,Cliente Delta,70,21.54,1507.8
2024-09-06,Caneta Amarela,Cliente Lambda,27,20.39,550.53
2024-09-06,Caneta Amarela,Cliente Lambda,1,18.39,18.39
2024-09-06,Caneta Amarela,Cliente Kappa,4,20.43,81.72
2024-09-06,Caneta Verde,Cliente Kappa,27,8.23,222.21
2024-09-06,Caneta Verde,Cliente Lambda,10,7.82,78.2
2024-09-06,Caneta Preta,Cliente Delta,25,13.41,335.25
2024-09-06,Caneta Preta,Cliente Lambda,18,14.51,261.18
2024-09-06,Caneta Preta,Cliente Delta,30,14.05,421.5
2024-09-07,Caneta Azul,Cliente Lambda,24,20.6,494.4
2024-09-07,Caneta Azul,Cliente Kappa,17,23.91,406.47
2024-09-07,Caneta Azul,Cliente Delta,20,24.7,494.0
2024-09-07,Caneta Amarela,Cliente Delta,9,21.14,190.26
2024-09-07,Caneta Verde,Cliente Lambda,36,7.86,282.96
2024-09-07,Caneta Preta,Cliente Delta,24,12.27,294.48
2024-09-07,Caneta Preta,Cliente Delta,7,11.54,80.78
2024-09-08,Caneta Azul,Cliente Tau,33,25.24,832.92
2024-09-08,Caneta Azul,Cliente Alfa,17,23.37,397.29
2024-09-08,Caneta Amarela,Cliente Kappa,58,18.77,1088.66
2024-09-08,Caneta Verde,Cliente Kappa,37,8.04,297.48
2024-09-08,Caneta Verde,Cliente Kappa,15,7.65,114.75
2024-09-08,Caneta Verde,Cliente Lambda,1,8.74,8.74
2024-09-08,Caneta Preta,Cliente Tau,48,11.73,563.04
2024-09-09,Caneta Azul,Cliente Kappa,26,20.05,521.3
2024-09-09,Caneta Azul,Cliente Delta,17,20.49,348.33
2024-09-09,Caneta Azul,Cliente Kappa,15,25.58,383.7
2024-09-09,Caneta Amarela,Cliente Tau,12,22.03,264.36
2024-09-09,Caneta Amarela,Cliente Lambda,29,17.81,516.49
2024-09-09,Caneta Amarela,Cliente Alfa,9,19.56,176.04
2024-09-09,Caneta Amarela,Cliente Delta,20,21.18,423.6
2024-09-09,Caneta Verde,Cliente Alfa,19,7.03,133.57
2024-09-09,Caneta Verde,Cliente Delta,14,8.86,124.04
2024-09-09,Caneta Verde,Cliente Lambda,1,7.09,7.09
2024-09-09,Caneta Preta,Cliente Delta,75,15.14,1135.5
2024-09-10,Caneta Azul,Cliente Tau,17,19.85,337.45
2024-09-10,Caneta Azul,Cliente Lambda,10,20.45,204.5
2024-09-10,Caneta Amarela,Cliente Delta,11,19.35,212.85
2024-09-10,Caneta Amarela,Cliente Alfa,31,21.61,669.91
2024-09-10,Caneta Verde,Cliente Delta,10,7.67,76.7
2024-09-10,Caneta Verde,Cliente Delta,7,8.88,62.16
2024-09-10,Caneta Verde,Cliente Delta,21,8.97,188.37
2024-09-10,Caneta Preta,Cliente Delta,48,13.47,646.56
2024-09-11,Caneta Azul,Cliente Delta,9,25.56,230.04
2024-09-11,Caneta Azul,Cliente Alfa,5,22.28,111.4
2024-09-11,Caneta Azul,Cliente Tau,14,21.53,301.42
2024-09-11,Caneta Amarela,Cliente Kappa,22,17.59,386.98
2024-09-11,Caneta Amarela,Cliente Delta,22,18.84,414.48
2024-09-11,Caneta Amarela,Cliente Alfa,3,21.9,65.7
2024-09-11,Caneta Amarela,Cliente Kappa,19,17.85,339.15
2024-09-11,Caneta Verde,Cliente Delta,35,7.67,268.45
2024-09-11,Caneta Verde,Cliente Kappa,16,7.58,121.28
2024-09-11,Caneta Preta,Cliente Delta,9,14.21,127.89
2024-09-11,Caneta Preta,Cliente Delta,27,13.51,364.77
2024-09-11,Caneta Preta,Cliente Kappa,12,14.48,173.76
2024-09-12,Caneta Azul,Cliente Kappa,19,20.37,387.03
2024-09-12,Caneta Azul,Cliente Lambda,1,19.94,19.94
2024-09-12,Caneta Amarela,Cliente Tau,1,21.76,21.76
2024-09-12,Caneta Amarela,Cliente Alfa,1,20.99,20.99
2024-09-12,Caneta Amarela,Cliente Alfa,7,19.99,139.93
2024-09-12,Caneta Verde,Cliente Lambda,60,7.34,440.4
2024-09-12,Caneta Preta,Cliente Tau,62,13.29,823.98
2024-09-13,Caneta Azul,Cliente Kappa,12,21.12,253.44
2024-09-13,Caneta Azul,Cliente Kappa,31,22.36,693.16
2024-09-13,Caneta Azul,Cliente Delta,12,19.51,234.12
2024-09-13,Caneta Amarela,Cliente Kappa,30,19.26,577.8
2024-09-13,Caneta Verde,Cliente Tau,21,8.21,172.41
2024-09-13,Caneta Verde,Cliente Kappa,13,9.33,121.29
2024-09-13,Caneta Verde,Cliente Alfa,33,9.13,301.29
2024-09-13,Caneta Preta,Cliente Kappa,23,13.69,314.87
2024-09-13,Caneta Preta,Cliente Tau,26,13.71,356.46
2024-09-14,Caneta Azul,Cliente Kappa,28,19.69,551.32
2024-09-14,Caneta Azul,Cliente Tau,14,25.17,352.38
2024-09-14,Caneta Amarela,Cliente Delta,23,18.74,431.02
2024-09-14,Caneta Amarela,Cliente Lambda,14,20.99,293.86
2024-09-14,Caneta Amarela,Cliente Alfa,17,19.05,323.85
2024-09-14,Caneta Verde,Cliente Alfa,21,8.55,179.55
2024-09-14,Caneta Verde,Cliente Kappa,12,8.23,98.76
2024-09-14,Caneta Verde,Cliente Delta,10,7.77,77.7
2024-09-14,Caneta Verde,Cliente Delta,16,9.24,147.84
2024-09-14,Caneta Preta,Cliente Lambda,59,11.94,704.46
2024-09-15,Caneta Azul,Cliente Tau,11,24.33,267.63
2024-09-15,Caneta Azul,Cliente Alfa,4,20.95,83.8
2024-09-15,Caneta Azul,Cliente Kappa,18,25.13,452.34
2024-09-15,Caneta Azul,Cliente Delta,15,20.03,300.45
2024-09-15,Caneta Amarela,Cliente Kappa,12,19.95,239.4
2024-09-15,Caneta Verde,Cliente Tau,48,7.79,373.92
2024-09-15,Caneta Preta,Cliente Tau,45,13.82,621.9
2024-09-16,Caneta Azul,Cliente Kappa,21,25.1,527.1
2024-09-16,Caneta Azul,Cliente Kappa,9,20.61,185.49
2024-09-16,Caneta Azul,Cliente Delta,21,25.18,528.78
2024-09-16,Caneta Azul,Cliente Lambda,12,23.87,286.44
2024-09-16,Caneta Amarela,Cliente Delta,23,18.02,414.46
2024-09-16,Caneta Amarela,Cliente Lambda,14,19.27,269.78
2024-09-16,Caneta Amarela,Cliente Delta,17,19.96,339.32
2024-09-16,Caneta Verde,Cliente Alfa,21,7.98,167.58
2024-09-16,Caneta Preta,Cliente Delta,16,14.62,233.92
2024-09-16,Caneta Preta,Cliente Kappa,1,13.37,13.37
2024-09-16,Caneta Preta,Cliente Tau,13,11.67,151.71
2024-09-16,Caneta Preta,Cliente Lambda,9,13.14,118.26
2024-09-17,Caneta Azul,Cliente Kappa,53,22.67,1201.51
2024-09-17,Caneta Amarela,Cliente Delta,26,23.1,600.6
2024-09-17,Caneta Verde,Cliente Tau,20,7.95,159.0
2024-09-17,Caneta Verde,Cliente Lambda,9,7.2,64.8
2024-09-17,Caneta Verde,Cliente Delta,2,7.34,14.68
2024-09-17,Caneta Preta,Cliente Lambda,28,12.24,342.72
2024-09-17,Caneta Preta,Cliente Delta,6,13.72,82.32
2024-09-18,Caneta Azul,Cliente Delta,21,19.88,417.48
2024-09-18,Caneta Azul,Cliente Alfa,21,22.49,472.29
2024-09-18,Caneta Azul,Cliente Alfa,30,20.79,623.7
2024-09-18,Caneta Amarela,Cliente Delta,18,17.21,309.78
2024-09-18,Caneta Amarela,Cliente Delta,4,17.72,70.88
2024-09-18,Caneta Amarela,Cliente Kappa,2,17.32,34.64
2024-09-18,Caneta Amarela,Cliente Delta,15,19.98,299.7
2024-09-18,Caneta Verde,Cliente Alfa,11,8.97,98.67
2024-09-18,Caneta Verde,Cliente Kappa,4,8.1,32.4
2024-09-18,Caneta Verde,Cliente Alfa,23,8.69,199.87
2024-09-18,Caneta Preta,Cliente Delta,8,14.75,118.0
2024-09-18,Caneta Preta,Cliente Kappa,26,11.82,307.32
2024-09-18,Caneta Preta,Cliente Delta,2,14.57,29.14
2024-09-18,Caneta Preta,Cliente Lambda,16,14.85,237.6
2024-09-19,Caneta Azul,Cliente Delta,20,23.78,475.6
2024-09-19,Caneta Azul,Cliente Delta,24,19.97,479.28
2024-09-19,Caneta Amarela,Cliente Kappa,10,21.5,215.0
2024-09-19,Caneta Amarela,Cliente Kappa,6,18.16,108.96
2024-09-19,Caneta Amarela,Cliente Kappa,1,20.95,20.95
2024-09-19,Caneta Amarela,Cliente Delta,1,21.1,21.1
2024-09-19,Caneta Verde,Cliente Delta,7,8.78,61.46
2024-09-19,Caneta Verde,Cliente Alfa,2,8.38,16.76
2024-09-19,Caneta Verde,Cliente Kappa,7,7.01,49.07
2024-09-19,Caneta Preta,Cliente Delta,11,11.91,131.01
2024-09-19,Caneta Preta,Cliente Alfa,23,12.1,278.3
2024-09-19,Caneta Preta,Cliente Tau,15,14.08,211.2
2024-09-20,Caneta Azul,Cliente Kappa,10,21.73,217.3
2024-09-20,Caneta Azul,Cliente Alfa,23,23.23,534.29
2024-09-20,Caneta Azul,Cliente Tau,10,23.93,239.3
2024-09-20,Caneta Amarela,Cliente Kappa,11,18.99,208.89
2024-09-20,Caneta Amarela,Cliente Tau,28,19.09,534.52
2024-09-20,Caneta Verde,Cliente Kappa,26,8.97,233.22
2024-09-20,Caneta Verde,Cliente Delta,24,7.58,181.92
2024-09-20,Caneta Verde,Cliente Alfa,6,7.21,43.26
2024-09-20,Caneta Preta,Cliente Delta,71,15.4,1093.4
2024-09-21,Caneta Azul,Cliente Delta,52,21.4,1112.8
2024-09-21,Caneta Amarela,Cliente Delta,29,21.73,630.17
2024-09-21,Caneta Amarela,Cliente Delta,24,19.05,457.2
2024-09-21,Caneta Verde,Cliente Delta,35,7.34,256.9
2024-09-21,Caneta Preta,Cliente Lambda,23,12.26,281.98
2024-09-21,Caneta Preta,Cliente Alfa,20,14.42,288.4
2024-09-21,Caneta Preta,Cliente Alfa,31,13.92,431.52
2024-09-22,Caneta Azul,Cliente Delta,19,23.31,442.89
2024-09-22,Caneta Azul,Cliente Alfa,46,19.81,911.26
2024-09-22,Caneta Amarela,Cliente Lambda,16,22.37,357.92
2024-09-22,Caneta Amarela,Cliente Tau,12,20.69,248.28
2024-09-22,Caneta Verde,Cliente Lambda,16,8.01,128.16
2024-09-22,Caneta Verde,Cliente Alfa,29,7.67,222.43
2024-09-22,Caneta Verde,Cliente Kappa,7,6.96,48.72
2024-09-22,Caneta Preta,Cliente Delta,20,12.31,246.2
2024-09-22,Caneta Preta,Cliente Alfa,21,11.44,240.24
2024-09-22,Caneta Preta,Cliente Delta,1,14.56,14.56
2024-09-23,Caneta Azul,Cliente Tau,27,19.68,531.36
2024-09-23,Caneta Azul,Cliente Kappa,17,21.49,365.33
2024-09-23,Caneta Azul,Cliente Kappa,7,22.6,158.2
2024-09-23,Caneta Amarela,Cliente Lambda,17,22.83,388.11
2024-09-23,Caneta Amarela,Cliente Delta,7,22.29,156.03
2024-09-23,Caneta Verde,Cliente Delta,27,7.19,194.13
2024-09-23,Caneta Verde,Cliente Tau,7,7.26,50.82
2024-09-23,Caneta Preta,Cliente Kappa,39,12.75,497.25
2024-09-23,Caneta Preta,Cliente Kappa,35,12.65,442.75
2024-09-24,Caneta Azul,Cliente Alfa,5,19.16,95.8
2024-09-24,Caneta Azul,Cliente Kappa,19,22.31,423.89
2024-09-24,Caneta Azul,Cliente Alfa,1,23.99,23.99
2024-09-24,Caneta Azul,Cliente Tau,5,25.53,127.65
2024-09-24,Caneta Amarela,Cliente Delta,68,18.62,1266.16
2024-09-24,Caneta Verde,Cliente Lambda,19,9.23,175.37
2024-09-24,Caneta Verde,Cliente Alfa,26,8.22,213.72
2024-09-24,Caneta Verde,Cliente Tau,7,7.5,52.5
2024-09-24,Caneta Verde,Cliente Delta,2,7.5,15.0
2024-09-24,Caneta Preta,Cliente Tau,21,12.21,256.41
2024-09-24,Caneta Preta,Cliente Kappa,28,12.8,358.4
2024-09-24,Caneta Preta,Cliente Kappa,18,15.32,275.76
2024-09-25,Caneta Azul,Cliente Alfa,1,19.67,19.67
2024-09-25,Caneta Azul,Cliente Lambda,7,25.54,178.78
2024-09-25,Caneta Azul,Cliente Delta,13,25.27,328.51
2024-09-25,Caneta Azul,Cliente Kappa,22,25.7,565.4
2024-09-25,Caneta Amarela,Cliente Alfa,7,22.41,156.87
2024-09-25,Caneta Amarela,Cliente Lambda,12,20.04,240.48
2024-09-25,Caneta Verde,Cliente Alfa,38,7.03,267.14
2024-09-25,Caneta Preta,Cliente Tau,46,11.54,530.84
2024-09-25,Caneta Preta,Cliente Alfa,37,14.03,519.11
2024-09-26,Caneta Azul,Cliente Alfa,22,23.7,521.4
2024-09-26,Caneta Azul,Cliente Tau,21,21.7,455.7
2024-09-26,Caneta Amarela,Cliente Lambda,49,21.75,1065.75
2024-09-26,Caneta Amarela,Cliente Kappa,15,23.08,346.2
2024-09-26,Caneta Verde,Cliente Lambda,50,8.21,410.5
2024-09-26,Caneta Preta,Cliente Lambda,29,13.09,379.61
2024-09-26,Caneta Preta,Cliente Alfa,12,11.93,143.16
2024-09-26,Caneta Preta,Cliente Delta,14,14.73,206.22
2024-09-27,Caneta Azul,Cliente Kappa,40,20.3,812.0
2024-09-27,Caneta Amarela,Cliente Tau,45,18.97,853.65
2024-09-27,Caneta Verde,Cliente Delta,18,7.33,131.94
2024-09-27,Caneta Verde,Cliente Tau,3,7.35,22.05
2024-09-27,Caneta Preta,Cliente Lambda,59,15.32,903.88
2024-09-28,Caneta Azul,Cliente Alfa,24,23.87,572.88
2024-09-28,Caneta Azul,Cliente Delta,30,23.29,698.7
2024-09-28,Caneta Amarela,Cliente Delta,1,18.51,18.51
2024-09-28,Caneta Amarela,Cliente Delta,1,22.98,22.98
2024-09-28,Caneta Verde,Cliente Delta,1,8.0,8.0
2024-09-28,Caneta Verde,Cliente Lambda,3,7.47,22.41
2024-09-28,Caneta Verde,Cliente Kappa,5,8.53,42.65
2024-09-28,Caneta Verde,Cliente Tau,12,7.21,86.52
2024-09-28,Caneta Preta,Cliente Lambda,26,11.56,300.56
2024-09-28,Caneta Preta,Cliente Lambda,16,12.4,198.4
2024-09-29,Caneta Azul,Cliente Delta,31,24.49,759.19
2024-09-29,Caneta Azul,Cliente Delta,27,23.36,630.72
2024-09-29,Caneta Amarela,Cliente Kappa,1,21.23,21.23
2024-09-29,Caneta Amarela,Cliente Alfa,9,22.04,198.36
2024-09-29,Caneta Amarela,Cliente Delta,13,19.28,250.64
2024-09-29,Caneta Verde,Cliente Delta,1,9.25,9.25
2024-09-29,Caneta Verde,Cliente Kappa,9,8.31,74.79
2024-09-29,Caneta Verde,Cliente Alfa,6,9.08,54.48
2024-09-29,Caneta Verde,Cliente Kappa,6,8.28,49.68
2024-09-29,Caneta Preta,Cliente Tau,15,13.52,202.8
2024-09-29,Caneta Preta,Cliente Tau,6,14.82,88.92
2024-09-30,Caneta Azul,Cliente Alfa,7,23.49,164.43
2024-09-30,Caneta Azul,Cliente Lambda,22,21.68,476.96
2024-09-30,Caneta Azul,Cliente Tau,12,22.63,271.56
2024-09-30,Caneta Azul,Cliente Delta,5,25.67,128.35
2024-09-30,Caneta Amarela,Cliente Lambda,20,21.97,439.4
2024-09-30,Caneta Amarela,Cliente Alfa,15,20.87,313.05
2024-09-30,Caneta Verde,Cliente Alfa,27,9.11,245.97
2024-09-30,Caneta Preta,Cliente Delta,22,11.76,258.72
2024-09-30,Caneta Preta,Cliente Lambda,29,15.3,443.7
2024-09-30,Caneta Preta,Cliente Delta,25,13.66,341.5
2024-10-01,Caneta Azul,Cliente Tau,13,19.34,251.42
2024-10-01,Caneta Azul,Cliente Alfa,1,20.4,20.4
2024-10-01,Caneta Azul,Cliente Lambda,1,21.86,21.86
2024-10-01,Caneta Azul,Cliente Kappa,8,24.92,199.36
2024-10-01,Caneta Amarela,Cliente Lambda,15,17.66,264.9
2024-10-01,Caneta Amarela,Cliente Alfa,1,22.57,22.57
2024-10-01,Caneta Amarela,Cliente Alfa,8,22.27,178.16
2024-10-01,Caneta Amarela,Cliente Alfa,9,18.63,167.67
2024-10-01,Caneta Verde,Cliente Lambda,1,7.74,7.74
2024-10-01,Caneta Verde,Cliente Delta,13,8.44,109.72
2024-10-01,Caneta Verde,Cliente Kappa,1,7.23,7.23
2024-10-01,Caneta Preta,Cliente Lambda,24,14.21,341.04
2024-10-01,Caneta Preta,Cliente Lambda,31,11.82,366.42
2024-10-01,Caneta Preta,Cliente Lambda,34,12.57,427.38
2024-10-02,Caneta Azul,Cliente Kappa,1,20.39,20.39
2024-10-02,Caneta Azul,Cliente Lambda,8,23.96,191.68
2024-10-02,Caneta Azul,Cliente Delta,5,19.66,98.3
2024-10-02,Caneta Azul,Cliente Alfa,3,24.85,74.55
2024-10-02,Caneta Amarela,Cliente Alfa,25,20.91,522.75
2024-10-02,Caneta Amarela,Cliente Tau,7,22.24,155.68
