Data,Maquina,Motivo,Horas_paradas
2021-11-11,MC-5,Falta de energia,2.74
2021-11-11,MC-5,Limpeza,0.87
2021-11-12,MC-3,Setup,0.49
2021-11-12,MC-3,Falta de energia,3.91
2021-11-12,MC-5,Falta de energia,1.2
2021-11-12,MC-5,Quebra,2.01
2021-11-12,MC-5,Falta de energia,2.57
2021-11-13,MC-1,Falta de material,0.83
2021-11-13,MC-1,Falta de energia,1.62
2021-11-13,MC-2,Troca de ferramenta,2.7
2021-11-13,MC-4,Setup,2.67
2021-11-14,MC-3,Manutenção,3.42
2021-11-15,MC-4,Quebra,1.92
2021-11-15,MC-5,Troca de ferramenta,3.59
2021-11-15,MC-5,Ajuste de processo,2.82
2021-11-16,MC-2,Falta de material,2.38
2021-11-16,MC-3,Falta de energia,0.73
2021-11-16,MC-3,Manutenção,2.43
2021-11-16,MC-5,Limpeza,2.5
2021-11-16,MC-5,Setup,3.11
2021-11-16,MC-5,Falta de material,2.96
2021-11-17,MC-2,Manutenção,2.26
2021-11-17,MC-3,Falta de energia,2.49
2021-11-17,MC-3,Setup,3.16
2021-11-17,MC-3,Troca de ferramenta,1.6
2021-11-17,MC-4,Falta de material,0.8
2021-11-18,MC-4,Setup,3.53
2021-11-18,MC-4,Falta de material,3.87
2021-11-18,MC-4,Falta de energia,1.89
2021-11-19,MC-1,Falta de material,3.96
2021-11-19,MC-1,Manutenção,1.49
2021-11-19,MC-1,Limpeza,0.55
2021-11-19,MC-4,Falta de material,2.42
2021-11-19,MC-4,Manutenção,3.51
2021-11-19,MC-4,Quebra,2.58
2021-11-20,MC-1,Falta de material,0.33
2021-11-21,MC-1,Quebra,0.34
2021-11-21,MC-1,Troca de ferramenta,2.98
2021-11-21,MC-1,Falta de energia,3.43
2021-11-21,MC-3,Troca de ferramenta,1.24
2021-11-22,MC-2,Quebra,2.04
2021-11-22,MC-4,Manutenção,3.86
2021-11-22,MC-4,Falta de energia,2.0
2021-11-22,MC-4,Manutenção,0.8
2021-11-23,MC-2,Quebra,3.67
2021-11-24,MC-5,Quebra,2.13
2021-11-24,MC-5,Limpeza,1.57
2021-11-24,MC-5,Ajuste de processo,0.66
2021-11-27,MC-5,Manutenção,2.0
2021-11-27,MC-5,Quebra,3.15
2021-11-27,MC-5,Falta de material,2.95
2021-11-28,MC-3,Quebra,2.14
2021-11-28,MC-3,Setup,2.96
2021-11-28,MC-3,Quebra,1.6
2021-11-29,MC-5,Falta de material,3.02
2021-11-29,MC-5,Limpeza,0.62
2021-11-30,MC-2,Falta de energia,1.04
2021-11-30,MC-5,Troca de ferramenta,3.55
2021-11-30,MC-5,Limpeza,1.39
2021-11-30,MC-5,Falta de material,1.06
2021-12-02,MC-2,Falta de material,0.63
2021-12-02,MC-2,Troca de ferramenta,1.75
2021-12-03,MC-3,Ajuste de processo,0.55
2021-12-03,MC-3,Falta de material,2.14
2021-12-03,MC-3,Limpeza,3.7
2021-12-04,MC-1,Falta de energia,3.21
2021-12-04,MC-1,Falta de material,0.45
2021-12-04,MC-2,Falta de material,1.41
2021-12-04,MC-3,Setup,0.99
2021-12-04,MC-3,Manutenção,0.55
2021-12-04,MC-5,Falta de energia,0.7
2021-12-04,MC-5,Quebra,3.66
2021-12-06,MC-5,Troca de ferramenta,1.45
2021-12-07,MC-1,Limpeza,1.75
2021-12-07,MC-1,Falta de material,2.1
2021-12-07,MC-2,Falta de material,3.06
2021-12-07,MC-2,Limpeza,3.25
2021-12-07,MC-2,Falta de energia,3.87
2021-12-08,MC-1,Setup,1.08
2021-12-08,MC-1,Setup,1.41
2021-12-08,MC-1,Limpeza,1.46
2021-12-08,MC-2,Falta de energia,1.95
2021-12-08,MC-5,Limpeza,3.29
2021-12-08,MC-5,Falta de material,1.19
2021-12-08,MC-5,Quebra,3.2
2021-12-09,MC-2,Quebra,1.05
2021-12-09,MC-2,Quebra,2.93
2021-12-09,MC-3,Quebra,3.26
2021-12-09,MC-4,Falta de energia,3.46
2021-12-09,MC-4,Ajuste de processo,2.19
2021-12-10,MC-2,Falta de energia,1.52
2021-12-10,MC-2,Falta de material,3.16
2021-12-12,MC-1,Manutenção,1.49
2021-12-12,MC-1,Limpeza,0.85
2021-12-12,MC-1,Manutenção,3.39
2021-12-12,MC-3,Quebra,1.82
2021-12-12,MC-3,Falta de energia,2.41
2021-12-12,MC-3,Troca de ferramenta,3.7
2021-12-12,MC-4,Manutenção,0.8
2021-12-12,MC-4,Troca de ferramenta,2.36
2021-12-13,MC-2,Manutenção,2.37
2021-12-13,MC-2,Ajuste de processo,3.49
2021-12-13,MC-3,Limpeza,1.56
2021-12-14,MC-3,Troca de ferramenta,1.78
2021-12-16,MC-1,Limpeza,2.22
2021-12-16,MC-1,Falta de energia,0.92
2021-12-16,MC-1,Quebra,2.04
2021-12-16,MC-2,Falta de material,1.91
2021-12-16,MC-2,Limpeza,1.03
2021-12-18,MC-2,Falta de energia,3.38
2021-12-18,MC-2,Falta de material,1.89
2021-12-18,MC-2,Quebra,1.43
2021-12-18,MC-3,Quebra,0.78
2021-12-18,MC-3,Falta de material,0.63
2021-12-18,MC-3,Quebra,3.85
2021-12-18,MC-5,Quebra,3.98
2021-12-19,MC-3,Falta de material,3.62
2021-12-19,MC-3,Falta de material,2.0
2021-12-20,MC-2,Falta de material,3.29
2021-12-20,MC-2,Falta de energia,3.39
2021-12-20,MC-2,Quebra,1.41
2021-12-20,MC-3,Quebra,2.47
2021-12-20,MC-3,Manutenção,3.84
2021-12-20,MC-3,Troca de ferramenta,1.34
2021-12-20,MC-5,Troca de ferramenta,2.75
2021-12-20,MC-5,Manutenção,2.75
2021-12-20,MC-5,Falta de energia,1.97
2021-12-23,MC-2,Limpeza,2.11
2021-12-23,MC-5,Ajuste de processo,1.99
2021-12-23,MC-5,Setup,2.23
2021-12-23,MC-5,Limpeza,0.85
2021-12-24,MC-2,Quebra,3.24
2021-12-24,MC-2,Manutenção,2.75
2021-12-24,MC-4,Setup,3.9
2021-12-24,MC-4,Troca de ferramenta,1.21
2021-12-25,MC-3,Setup,0.84
2021-12-25,MC-3,Troca de ferramenta,1.57
2021-12-25,MC-3,Falta de material,2.19
2021-12-26,MC-1,Ajuste de processo,1.06
2021-12-26,MC-3,Manutenção,2.0
2021-12-26,MC-3,Manutenção,2.68
2021-12-28,MC-5,Limpeza,0.51
2021-12-28,MC-5,Falta de material,3.1
2021-12-28,MC-5,Quebra,3.78
2021-12-29,MC-1,Manutenção,1.29
2021-12-29,MC-1,Troca de ferramenta,3.17
2021-12-29,MC-2,Falta de energia,1.85
2021-12-29,MC-2,Falta de material,2.76
2021-12-29,MC-2,Setup,3.05
2021-12-29,MC-3,Manutenção,1.39
2021-12-29,MC-3,Quebra,3.21
2021-12-29,MC-3,Quebra,0.69
2021-12-29,MC-4,Ajuste de processo,3.95
2021-12-29,MC-4,Limpeza,1.55
2021-12-29,MC-5,Setup,1.13
2021-12-29,MC-5,Quebra,0.81
2021-12-30,MC-1,Limpeza,3.31
2021-12-31,MC-4,Falta de material,2.47
2022-01-01,MC-3,Ajuste de processo,3.82
2022-01-01,MC-5,Manutenção,2.7
2022-01-01,MC-5,Troca de ferramenta,1.56
2022-01-01,MC-5,Limpeza,3.39
2022-01-02,MC-4,Limpeza,1.34
2022-01-02,MC-4,Falta de energia,1.38
2022-01-02,MC-4,Troca de ferramenta,0.4
2022-01-02,MC-5,Falta de energia,1.23
2022-01-02,MC-5,Manutenção,1.27
2022-01-02,MC-5,Limpeza,1.4
2022-01-03,MC-5,Falta de energia,1.66
2022-01-04,MC-3,Setup,2.43
2022-01-04,MC-4,Falta de energia,1.1
2022-01-05,MC-3,Troca de ferramenta,2.66
2022-01-05,MC-3,Falta de material,0.79
2022-01-05,MC-3,Limpeza,3.74
2022-01-06,MC-4,Falta de material,0.4
2022-01-06,MC-4,Limpeza,3.66
2022-01-06,MC-4,Setup,2.32
2022-01-06,MC-5,Quebra,2.93
2022-01-06,MC-5,Falta de material,1.4
2022-01-07,MC-1,Falta de material,0.94
2022-01-07,MC-1,Falta de material,3.8
2022-01-07,MC-5,Falta de energia,1.93
2022-01-07,MC-5,Falta de material,2.08
2022-01-08,MC-1,Manutenção,3.95
2022-01-08,MC-1,Setup,1.54
2022-01-08,MC-1,Troca de ferramenta,0.67
2022-01-09,MC-3,Falta de energia,2.47
2022-01-09,MC-3,Troca de ferramenta,2.35
2022-01-09,MC-3,Ajuste de processo,3.16
2022-01-10,MC-2,Quebra,3.83
2022-01-10,MC-2,Falta de energia,1.44
2022-01-10,MC-2,Quebra,2.97
2022-01-10,MC-3,Setup,1.91
2022-01-10,MC-3,Setup,3.2
2022-01-10,MC-3,Quebra,0.91
2022-01-11,MC-3,Quebra,2.15
2022-01-12,MC-1,Setup,0.59
2022-01-12,MC-1,Quebra,2.38
2022-01-12,MC-1,Quebra,0.93
2022-01-12,MC-2,Troca de ferramenta,3.85
2022-01-12,MC-4,Ajuste de processo,2.35
2022-01-13,MC-2,Falta de material,2.26
2022-01-13,MC-2,Ajuste de processo,3.9
2022-01-13,MC-2,Troca de ferramenta,2.14
2022-01-15,MC-5,Manutenção,2.8
2022-01-15,MC-5,Troca de ferramenta,0.47
2022-01-16,MC-3,Manutenção,2.92
2022-01-16,MC-5,Manutenção,0.69
2022-01-18,MC-5,Limpeza,3.19
2022-01-18,MC-5,Falta de energia,3.54
2022-01-19,MC-2,Limpeza,1.47
2022-01-19,MC-2,Troca de ferramenta,3.55
2022-01-19,MC-2,Setup,2.09
2022-01-20,MC-4,Limpeza,2.41
2022-01-20,MC-4,Ajuste de processo,1.82
2022-01-20,MC-4,Troca de ferramenta,2.06
2022-01-21,MC-4,Quebra,3.66
2022-01-21,MC-5,Manutenção,3.8
2022-01-21,MC-5,Falta de material,1.95
2022-01-21,MC-5,Falta de material,2.2
2022-01-22,MC-2,Quebra,0.73
2022-01-22,MC-2,Setup,1.5
2022-01-23,MC-3,Quebra,2.2
2022-01-23,MC-3,Falta de material,1.05
2022-01-23,MC-3,Falta de energia,2.43
2022-01-23,MC-4,Ajuste de processo,2.84
2022-01-23,MC-4,Manutenção,2.7
2022-01-23,MC-5,Falta de energia,1.94
2022-01-24,MC-2,Troca de ferramenta,3.15
2022-01-24,MC-2,Manutenção,1.48
2022-01-24,MC-3,Setup,2.04
2022-01-24,MC-3,Falta de energia,1.3
2022-01-24,MC-4,Quebra,2.53
2022-01-24,MC-5,Manutenção,1.93
2022-01-24,MC-5,Manutenção,1.1
2022-01-24,MC-5,Manutenção,1.44
2022-01-25,MC-1,Setup,1.33
2022-01-27,MC-1,Manutenção,3.67
2022-01-27,MC-1,Manutenção,2.23
2022-01-27,MC-3,Falta de material,2.71
2022-01-27,MC-3,Ajuste de processo,3.76
2022-01-27,MC-3,Troca de ferramenta,0.97
2022-01-29,MC-2,Limpeza,3.77
2022-01-29,MC-2,Manutenção,2.3
2022-01-29,MC-2,Falta de energia,3.47
2022-01-30,MC-2,Manutenção,0.92
2022-01-30,MC-2,Setup,1.31
2022-01-30,MC-2,Falta de energia,1.02
2022-01-30,MC-5,Ajuste de processo,2.72
2022-02-02,MC-1,Limpeza,0.82
2022-02-02,MC-1,Falta de material,3.23
2022-02-02,MC-2,Falta de energia,1.23
2022-02-02,MC-3,Setup,1.25
2022-02-02,MC-3,Ajuste de processo,1.34
2022-02-02,MC-3,Setup,3.06
2022-02-03,MC-5,Ajuste de processo,3.72
2022-02-03,MC-5,Manutenção,3.66
2022-02-03,MC-5,Setup,0.67
2022-02-04,MC-1,Falta de energia,1.27
2022-02-04,MC-1,Falta de material,2.79
2022-02-04,MC-2,Setup,2.59
2022-02-04,MC-3,Troca de ferramenta,1.6
2022-02-04,MC-3,Falta de energia,3.49
2022-02-06,MC-3,Ajuste de processo,0.78
2022-02-06,MC-4,Manutenção,2.66
2022-02-06,MC-4,Falta de energia,1.31
2022-02-06,MC-5,Falta de energia,2.25
2022-02-06,MC-5,Falta de material,1.73
2022-02-09,MC-5,Ajuste de processo,3.93
2022-02-09,MC-5,Manutenção,2.1
2022-02-10,MC-4,Falta de material,3.91
2022-02-10,MC-5,Manutenção,1.24
2022-02-10,MC-5,Setup,3.14
2022-02-10,MC-5,Manutenção,2.95
2022-02-11,MC-1,Setup,3.44
2022-02-11,MC-1,Falta de energia,2.87
2022-02-11,MC-1,Troca de ferramenta,2.82
2022-02-11,MC-3,Troca de ferramenta,2.74
2022-02-11,MC-3,Falta de material,3.94
2022-02-11,MC-3,Limpeza,1.14
2022-02-13,MC-2,Troca de ferramenta,0.41
2022-02-13,MC-3,Falta de energia,2.81
2022-02-13,MC-3,Quebra,0.94
2022-02-13,MC-3,Setup,2.81
2022-02-13,MC-4,Limpeza,1.48
2022-02-13,MC-4,Manutenção,0.46
2022-02-13,MC-5,Quebra,3.15
2022-02-13,MC-5,Manutenção,0.49
2022-02-14,MC-1,Falta de material,1.13
2022-02-14,MC-4,Setup,1.54
2022-02-14,MC-4,Manutenção,0.79
2022-02-14,MC-4,Manutenção,3.68
2022-02-15,MC-4,Quebra,2.6
2022-02-16,MC-2,Falta de material,3.54
2022-02-16,MC-2,Falta de material,2.82
2022-02-16,MC-2,Setup,3.97
2022-02-16,MC-4,Troca de ferramenta,2.24
2022-02-16,MC-4,Ajuste de processo,0.5
2022-02-16,MC-4,Manutenção,0.9
2022-02-16,MC-5,Falta de energia,2.48
2022-02-16,MC-5,Limpeza,1.59
2022-02-17,MC-1,Ajuste de processo,0.72
2022-02-17,MC-1,Falta de energia,1.18
2022-02-17,MC-1,Manutenção,2.06
2022-02-17,MC-5,Ajuste de processo,2.22
2022-02-17,MC-5,Manutenção,3.76
2022-02-17,MC-5,Limpeza,0.64
2022-02-18,MC-3,Falta de energia,1.62
2022-02-18,MC-3,Falta de material,2.17
2022-02-18,MC-3,Falta de energia,0.72
2022-02-19,MC-2,Limpeza,2.84
2022-02-19,MC-2,Quebra,2.21
2022-02-19,MC-4,Setup,2.0
2022-02-19,MC-4,Quebra,2.73
2022-02-19,MC-4,Falta de material,1.36
2022-02-19,MC-5,Falta de material,1.56
2022-02-20,MC-1,Setup,0.9
2022-02-20,MC-1,Limpeza,2.24
2022-02-20,MC-1,Limpeza,1.68
2022-02-20,MC-2,Setup,1.26
2022-02-20,MC-2,Limpeza,0.76
2022-02-20,MC-2,Quebra,0.39
2022-02-21,MC-1,Quebra,1.02
2022-02-21,MC-1,Limpeza,1.22
2022-02-21,MC-1,Quebra,2.1
2022-02-21,MC-3,Falta de energia,1.19
2022-02-21,MC-3,Limpeza,3.33
2022-02-21,MC-3,Ajuste de processo,2.05
2022-02-21,MC-4,Ajuste de processo,2.61
2022-02-21,MC-4,Quebra,1.07
2022-02-22,MC-2,Manutenção,1.84
2022-02-24,MC-2,Falta de material,2.53
2022-02-24,MC-2,Setup,1.45
2022-02-24,MC-5,Ajuste de processo,1.54
2022-02-24,MC-5,Setup,3.29
2022-02-25,MC-3,Setup,3.4
2022-02-26,MC-5,Setup,2.27
2022-02-26,MC-5,Limpeza,3.62
2022-02-26,MC-5,Troca de ferramenta,3.03
2022-02-27,MC-1,Troca de ferramenta,0.5
2022-02-27,MC-5,Limpeza,2.37
2022-02-27,MC-5,Limpeza,2.88
2022-02-27,MC-5,Setup,2.3
2022-03-01,MC-1,Troca de ferramenta,3.38
2022-03-01,MC-1,Limpeza,1.41
2022-03-01,MC-4,Ajuste de processo,0.54
2022-03-01,MC-5,Setup,2.64
2022-03-01,MC-5,Troca de ferramenta,3.0
2022-03-01,MC-5,Setup,3.13
2022-03-02,MC-2,Limpeza,0.34
2022-03-02,MC-2,Troca de ferramenta,2.79
2022-03-02,MC-4,Quebra,0.38
2022-03-02,MC-4,Ajuste de processo,3.17
2022-03-03,MC-2,Quebra,2.9
2022-03-03,MC-2,Ajuste de processo,2.4
2022-03-03,MC-2,Quebra,2.17
2022-03-03,MC-3,Falta de material,2.95
2022-03-03,MC-3,Manutenção,0.51
2022-03-04,MC-2,Ajuste de processo,3.38
2022-03-04,MC-2,Quebra,1.04
2022-03-05,MC-1,Manutenção,2.07
2022-03-05,MC-1,Setup,2.1
2022-03-05,MC-2,Manutenção,3.18
2022-03-05,MC-2,Falta de material,1.01
2022-03-05,MC-2,Setup,1.41
2022-03-06,MC-2,Quebra,2.75
2022-03-06,MC-2,Manutenção,1.83
2022-03-06,MC-2,Falta de material,1.41
2022-03-06,MC-5,Falta de material,2.6
2022-03-09,MC-1,Ajuste de processo,0.62
2022-03-09,MC-1,Falta de energia,3.22
2022-03-09,MC-1,Falta de material,2.24
2022-03-10,MC-3,Falta de energia,1.06
2022-03-11,MC-4,Troca de ferramenta,1.81
2022-03-11,MC-4,Falta de material,0.78
2022-03-11,MC-4,Manutenção,2.58
2022-03-12,MC-5,Falta de energia,2.78
2022-03-13,MC-2,Troca de ferramenta,1.8
2022-03-13,MC-2,Limpeza,1.56
2022-03-14,MC-2,Falta de energia,3.44
2022-03-14,MC-3,Manutenção,2.43
2022-03-14,MC-3,Falta de energia,2.77
2022-03-14,MC-3,Falta de energia,0.77
2022-03-15,MC-2,Falta de energia,2.94
2022-03-15,MC-2,Quebra,1.95
2022-03-15,MC-2,Falta de material,1.66
2022-03-16,MC-1,Troca de ferramenta,3.74
2022-03-16,MC-1,Limpeza,0.5
2022-03-16,MC-2,Setup,1.02
2022-03-16,MC-2,Ajuste de processo,1.69
2022-03-16,MC-2,Troca de ferramenta,1.5
2022-03-16,MC-5,Manutenção,2.19
2022-03-17,MC-3,Ajuste de processo,1.78
2022-03-17,MC-3,Setup,3.22
2022-03-17,MC-4,Falta de material,3.14
2022-03-18,MC-2,Falta de material,3.16
2022-03-18,MC-2,Setup,1.67
2022-03-18,MC-2,Limpeza,1.81
2022-03-18,MC-3,Setup,2.97
2022-03-18,MC-3,Ajuste de processo,0.76
2022-03-19,MC-2,Troca de ferramenta,3.45
2022-03-21,MC-1,Ajuste de processo,2.3
2022-03-22,MC-2,Quebra,3.44
2022-03-22,MC-2,Troca de ferramenta,3.24
2022-03-23,MC-1,Quebra,1.69
2022-03-23,MC-1,Manutenção,0.68
2022-03-25,MC-1,Setup,3.71
2022-03-25,MC-2,Falta de material,1.58
2022-03-25,MC-2,Quebra,1.68
2022-03-25,MC-2,Ajuste de processo,3.66
2022-03-26,MC-1,Limpeza,3.69
2022-03-26,MC-3,Ajuste de processo,1.27
2022-03-26,MC-3,Manutenção,0.63
2022-03-26,MC-5,Falta de energia,0.3
2022-03-26,MC-5,Limpeza,1.92
2022-03-27,MC-2,Falta de material,2.4
2022-03-28,MC-3,Limpeza,1.3
2022-03-28,MC-3,Troca de ferramenta,1.26
2022-03-29,MC-1,Quebra,1.62
2022-03-29,MC-1,Falta de material,1.27
2022-03-29,MC-2,Limpeza,3.48
2022-03-29,MC-2,Falta de material,2.68
2022-03-29,MC-2,Ajuste de processo,3.37
2022-04-02,MC-1,Ajuste de processo,3.48
2022-04-02,MC-1,Ajuste de processo,1.91
2022-04-02,MC-2,Falta de material,2.07
2022-04-02,MC-2,Falta de energia,3.92
2022-04-04,MC-3,Ajuste de processo,3.32
2022-04-04,MC-5,Troca de ferramenta,3.25
2022-04-05,MC-3,Troca de ferramenta,2.46
2022-04-06,MC-2,Falta de material,2.01
2022-04-06,MC-2,Falta de energia,3.61
2022-04-06,MC-3,Quebra,3.28
2022-04-06,MC-5,Setup,2.21
2022-04-06,MC-5,Setup,1.3
2022-04-06,MC-5,Falta de energia,0.84
2022-04-07,MC-2,Manutenção,2.35
2022-04-07,MC-2,Falta de energia,1.4
2022-04-08,MC-2,Troca de ferramenta,1.28
2022-04-08,MC-2,Ajuste de processo,0.69
2022-04-08,MC-3,Falta de energia,0.43
2022-04-08,MC-5,Setup,3.2
2022-04-08,MC-5,Manutenção,0.7
2022-04-09,MC-2,Falta de material,3.59
2022-04-09,MC-2,Manutenção,1.09
2022-04-09,MC-2,Ajuste de processo,3.11
2022-04-10,MC-3,Quebra,3.35
2022-04-10,MC-3,Limpeza,3.23
2022-04-12,MC-4,Setup,3.53
2022-04-12,MC-4,Limpeza,1.56
2022-04-12,MC-4,Ajuste de processo,3.95
2022-04-13,MC-4,Falta de material,1.33
2022-04-13,MC-4,Quebra,3.76
2022-04-13,MC-4,Falta de material,1.92
2022-04-14,MC-5,Falta de energia,0.51
2022-04-15,MC-4,Falta de material,3.2
2022-04-15,MC-4,Limpeza,3.21
2022-04-16,MC-1,Ajuste de processo,1.03
2022-04-16,MC-2,Falta de energia,3.35
2022-04-16,MC-2,Troca de ferramenta,0.88
2022-04-16,MC-2,Quebra,0.86
2022-04-16,MC-3,Troca de ferramenta,3.29
2022-04-16,MC-3,Limpeza,1.37
2022-04-16,MC-5,Ajuste de processo,0.58
2022-04-17,MC-2,Falta de energia,3.84
2022-04-17,MC-4,Troca de ferramenta,2.36
2022-04-18,MC-2,Setup,1.96
2022-04-18,MC-5,Manutenção,2.17
2022-04-18,MC-5,Quebra,2.78
2022-04-18,MC-5,Manutenção,3.49
2022-04-19,MC-5,Ajuste de processo,2.79
2022-04-20,MC-3,Ajuste de processo,3.04
2022-04-20,MC-3,Setup,0.97
2022-04-20,MC-3,Manutenção,1.72
2022-04-21,MC-2,Falta de material,2.46
2022-04-21,MC-2,Manutenção,2.59
2022-04-21,MC-5,Quebra,1.3
2022-04-23,MC-2,Manutenção,3.91
2022-04-24,MC-1,Manutenção,0.74
2022-04-24,MC-1,Ajuste de processo,0.72
2022-04-24,MC-1,Falta de material,1.15
2022-04-24,MC-2,Quebra,3.09
2022-04-25,MC-2,Troca de ferramenta,0.44
2022-04-25,MC-2,Ajuste de processo,3.96
2022-04-27,MC-4,Troca de ferramenta,3.95
2022-04-27,MC-4,Troca de ferramenta,0.89
2022-04-28,MC-3,Ajuste de processo,1.78
2022-04-28,MC-3,Ajuste de processo,1.05
2022-04-28,MC-3,Limpeza,1.81
2022-04-28,MC-5,Manutenção,2.27
2022-04-28,MC-5,Falta de material,3.34
2022-04-29,MC-3,Manutenção,0.43
2022-04-29,MC-3,Limpeza,3.95
2022-04-29,MC-5,Falta de material,3.78
2022-04-29,MC-5,Troca de ferramenta,2.41
2022-04-30,MC-4,Ajuste de processo,2.08
2022-04-30,MC-4,Setup,2.34
2022-05-02,MC-1,Ajuste de processo,0.37
2022-05-02,MC-1,Quebra,3.03
2022-05-02,MC-1,Ajuste de processo,2.14
2022-05-03,MC-2,Falta de energia,1.36
2022-05-03,MC-2,Falta de energia,2.01
2022-05-04,MC-5,Limpeza,1.38
2022-05-04,MC-5,Limpeza,2.89
2022-05-05,MC-3,Limpeza,2.57
2022-05-05,MC-3,Ajuste de processo,1.74
2022-05-05,MC-3,Setup,1.46
2022-05-06,MC-2,Manutenção,3.55
2022-05-06,MC-2,Limpeza,2.82
2022-05-07,MC-1,Falta de material,2.95
2022-05-07,MC-1,Falta de material,2.59
2022-05-08,MC-1,Manutenção,0.58
2022-05-08,MC-1,Limpeza,0.52
2022-05-08,MC-5,Falta de energia,1.89
2022-05-08,MC-5,Limpeza,3.74
2022-05-08,MC-5,Ajuste de processo,2.24
2022-05-10,MC-2,Limpeza,3.54
2022-05-12,MC-2,Falta de material,0.66
2022-05-12,MC-5,Manutenção,2.98
2022-05-12,MC-5,Quebra,1.21
2022-05-12,MC-5,Quebra,2.24
2022-05-13,MC-4,Troca de ferramenta,1.38
2022-05-13,MC-5,Quebra,2.94
2022-05-14,MC-1,Limpeza,1.78
2022-05-15,MC-1,Quebra,2.01
2022-05-15,MC-1,Falta de material,1.21
2022-05-15,MC-1,Quebra,1.34
2022-05-16,MC-2,Falta de energia,0.96
2022-05-16,MC-2,Setup,2.35
2022-05-16,MC-2,Falta de energia,0.84
2022-05-16,MC-4,Limpeza,1.29
2022-05-17,MC-3,Ajuste de processo,2.26
2022-05-17,MC-3,Falta de energia,1.32
2022-05-17,MC-3,Manutenção,2.48
2022-05-18,MC-3,Troca de ferramenta,0.35
2022-05-18,MC-3,Setup,3.9
2022-05-18,MC-3,Troca de ferramenta,3.0
2022-05-18,MC-5,Troca de ferramenta,2.16
2022-05-19,MC-5,Quebra,3.71
2022-05-20,MC-3,Troca de ferramenta,3.52
2022-05-21,MC-2,Manutenção,1.66
2022-05-21,MC-2,Setup,0.73
2022-05-21,MC-5,Manutenção,1.23
2022-05-21,MC-5,Limpeza,1.07
2022-05-21,MC-5,Troca de ferramenta,3.08
2022-05-22,MC-2,Falta de material,2.33
2022-05-22,MC-5,Falta de material,3.45
2022-05-23,MC-5,Troca de ferramenta,2.11
2022-05-24,MC-1,Ajuste de processo,3.15
2022-05-24,MC-1,Manutenção,1.5
2022-05-24,MC-1,Falta de material,2.53
2022-05-24,MC-4,Ajuste de processo,2.67
2022-05-25,MC-3,Limpeza,3.11
2022-05-26,MC-4,Ajuste de processo,3.26
2022-05-26,MC-4,Setup,1.32
2022-05-27,MC-2,Limpeza,1.72
2022-05-27,MC-5,Quebra,1.07
2022-05-27,MC-5,Ajuste de processo,3.07
2022-05-27,MC-5,Manutenção,1.3
2022-05-28,MC-2,Limpeza,1.75
2022-05-28,MC-2,Falta de energia,3.27
2022-05-28,MC-3,Manutenção,1.56
2022-05-28,MC-3,Falta de energia,1.38
2022-05-28,MC-4,Falta de energia,2.71
2022-05-28,MC-4,Ajuste de processo,3.91
2022-05-28,MC-4,Ajuste de processo,0.53
2022-05-28,MC-5,Manutenção,3.39
2022-05-29,MC-2,Setup,0.75
2022-05-29,MC-4,Troca de ferramenta,1.58
2022-05-29,MC-4,Troca de ferramenta,1.84
2022-05-31,MC-4,Falta de material,2.96
2022-06-01,MC-1,Falta de material,3.73
2022-06-01,MC-1,Setup,0.68
2022-06-01,MC-4,Falta de material,3.06
2022-06-01,MC-4,Manutenção,1.49
2022-06-01,MC-4,Quebra,3.64
2022-06-03,MC-4,Troca de ferramenta,1.33
2022-06-03,MC-4,Setup,2.87
2022-06-04,MC-2,Setup,0.91
2022-06-05,MC-2,Ajuste de processo,3.84
2022-06-05,MC-2,Falta de energia,0.32
2022-06-06,MC-3,Quebra,1.16
2022-06-06,MC-3,Limpeza,2.8
2022-06-06,MC-5,Falta de material,3.46
2022-06-06,MC-5,Setup,3.98
2022-06-07,MC-2,Troca de ferramenta,0.94
2022-06-08,MC-1,Ajuste de processo,1.44
2022-06-08,MC-1,Quebra,3.6
2022-06-08,MC-1,Falta de energia,0.42
2022-06-09,MC-1,Ajuste de processo,3.01
2022-06-09,MC-1,Troca de ferramenta,1.87
2022-06-09,MC-1,Falta de material,2.85
2022-06-09,MC-2,Falta de material,2.24
2022-06-09,MC-2,Falta de energia,2.62
2022-06-11,MC-5,Falta de material,2.77
2022-06-11,MC-5,Setup,2.64
2022-06-11,MC-5,Falta de energia,2.76
2022-06-12,MC-1,Falta de energia,2.4
2022-06-12,MC-1,Quebra,2.94
2022-06-12,MC-3,Manutenção,3.17
2022-06-12,MC-4,Ajuste de processo,3.22
2022-06-13,MC-1,Falta de material,3.46
2022-06-13,MC-3,Falta de energia,1.47
2022-06-13,MC-3,Falta de material,3.06
2022-06-13,MC-3,Falta de energia,3.8
2022-06-15,MC-4,Falta de energia,1.66
2022-06-15,MC-4,Falta de energia,3.18
2022-06-15,MC-4,Falta de energia,1.38
2022-06-16,MC-4,Limpeza,0.95
2022-06-16,MC-4,Falta de energia,1.95
2022-06-17,MC-1,Troca de ferramenta,3.28
2022-06-17,MC-1,Manutenção,1.44
2022-06-17,MC-1,Falta de energia,1.39
2022-06-17,MC-2,Quebra,1.33
2022-06-17,MC-5,Ajuste de processo,1.11
2022-06-18,MC-1,Troca de ferramenta,2.56
2022-06-18,MC-1,Falta de energia,1.2
2022-06-18,MC-2,Quebra,3.76
2022-06-18,MC-2,Falta de energia,1.58
